"","SampleName","Well","Reef","Site","Habitat","Pale","Group","Temperature","PAR","ETR","QY"
"7863","MO S28",3,"Opal Reef","Mojo","Lower slope","FALSE","Opal Mojo slope",31.5,300.37,61.8819,0.52
"7864","MO S28",3,"Opal Reef","Mojo","Lower slope","FALSE","Opal Mojo slope",31.5,420.98,75.5332,0.45
"7865","MO S28",3,"Opal Reef","Mojo","Lower slope","FALSE","Opal Mojo slope",31.5,541.59,97.9197,0.45
"7866","MO S28",3,"Opal Reef","Mojo","Lower slope","FALSE","Opal Mojo slope",31.5,662.2,109.2028,0.41
"7867","MO S28",3,"Opal Reef","Mojo","Lower slope","FALSE","Opal Mojo slope",31.5,782.81,118.2376,0.38
"7868","MO S28",3,"Opal Reef","Mojo","Lower slope","FALSE","Opal Mojo slope",31.5,903.42,114.7724,0.32
"7869","MO S28",3,"Opal Reef","Mojo","Lower slope","FALSE","Opal Mojo slope",31.5,1024.03,123.8562,0.3
"7870","MO S28",3,"Opal Reef","Mojo","Lower slope","FALSE","Opal Mojo slope",31.5,1144.64,110.6408,0.24
"7871","MO S28",3,"Opal Reef","Mojo","Lower slope","FALSE","Opal Mojo slope",31.5,1265.25,125.6471,0.25
"7872","MO S28",3,"Opal Reef","Mojo","Lower slope","FALSE","Opal Mojo slope",31.5,1385.86,121.5588,0.22
"7873","MO S28",3,"Opal Reef","Mojo","Lower slope","FALSE","Opal Mojo slope",31.5,1506.47,126.4895,0.21
"7874","MO S28",3,"Opal Reef","Mojo","Lower slope","FALSE","Opal Mojo slope",31.5,1627.08,129.2924,0.2
"7875","MO S28",3,"Opal Reef","Mojo","Lower slope","FALSE","Opal Mojo slope",31.5,1747.69,113.334,0.16
"7876","MO S28",4,"Opal Reef","Mojo","Lower slope","FALSE","Opal Mojo slope",34.5,59.15,13.4496,0.57
"7877","MO S28",4,"Opal Reef","Mojo","Lower slope","FALSE","Opal Mojo slope",34.5,179.76,35.6389,0.5
"7878","MO S28",4,"Opal Reef","Mojo","Lower slope","FALSE","Opal Mojo slope",34.5,300.37,55.71,0.46
"7879","MO S28",4,"Opal Reef","Mojo","Lower slope","FALSE","Opal Mojo slope",34.5,420.98,71.7254,0.43
"7880","MO S28",4,"Opal Reef","Mojo","Lower slope","FALSE","Opal Mojo slope",34.5,541.59,91.0255,0.42
"7881","MO S28",4,"Opal Reef","Mojo","Lower slope","FALSE","Opal Mojo slope",34.5,662.2,104.2356,0.39
"7882","MO S28",4,"Opal Reef","Mojo","Lower slope","FALSE","Opal Mojo slope",34.5,782.81,114.906,0.37
"7883","MO S28",4,"Opal Reef","Mojo","Lower slope","FALSE","Opal Mojo slope",34.5,903.42,113.9713,0.32
"7884","MO S28",4,"Opal Reef","Mojo","Lower slope","FALSE","Opal Mojo slope",34.5,1024.03,122.3338,0.3
"7885","MO S28",4,"Opal Reef","Mojo","Lower slope","FALSE","Opal Mojo slope",34.5,1144.64,118.0787,0.26
"7886","MO S28",4,"Opal Reef","Mojo","Lower slope","FALSE","Opal Mojo slope",34.5,1265.25,122.743,0.24
"7887","MO S28",4,"Opal Reef","Mojo","Lower slope","FALSE","Opal Mojo slope",34.5,1385.86,124.1739,0.22
"7888","MO S28",4,"Opal Reef","Mojo","Lower slope","FALSE","Opal Mojo slope",34.5,1506.47,123.8477,0.21
"7889","MO S28",4,"Opal Reef","Mojo","Lower slope","FALSE","Opal Mojo slope",34.5,1627.08,119.9115,0.18
"7890","MO S28",4,"Opal Reef","Mojo","Lower slope","FALSE","Opal Mojo slope",34.5,1747.69,113.3117,0.16
"7891","MO S28",5,"Opal Reef","Mojo","Lower slope","FALSE","Opal Mojo slope",35.75,59.15,12.5056,0.53
"7892","MO S28",5,"Opal Reef","Mojo","Lower slope","FALSE","Opal Mojo slope",35.75,179.76,30.7397,0.43
"7893","MO S28",5,"Opal Reef","Mojo","Lower slope","FALSE","Opal Mojo slope",35.75,300.37,45.3888,0.38
"7894","MO S28",5,"Opal Reef","Mojo","Lower slope","FALSE","Opal Mojo slope",35.75,420.98,53.6869,0.32
"7895","MO S28",5,"Opal Reef","Mojo","Lower slope","FALSE","Opal Mojo slope",35.75,541.59,65.9409,0.3
"7896","MO S28",5,"Opal Reef","Mojo","Lower slope","FALSE","Opal Mojo slope",35.75,662.2,70.7358,0.27
"7897","MO S28",5,"Opal Reef","Mojo","Lower slope","FALSE","Opal Mojo slope",35.75,782.81,73.6282,0.24
"7898","MO S28",5,"Opal Reef","Mojo","Lower slope","FALSE","Opal Mojo slope",35.75,903.42,66.1435,0.18
"7899","MO S28",5,"Opal Reef","Mojo","Lower slope","FALSE","Opal Mojo slope",35.75,1024.03,70.2867,0.17
"7900","MO S28",5,"Opal Reef","Mojo","Lower slope","FALSE","Opal Mojo slope",35.75,1144.64,58.7513,0.13
"7901","MO S28",5,"Opal Reef","Mojo","Lower slope","FALSE","Opal Mojo slope",35.75,1265.25,70.5099,0.14
"7902","MO S28",5,"Opal Reef","Mojo","Lower slope","FALSE","Opal Mojo slope",35.75,1385.86,71.3275,0.13
"7903","MO S28",5,"Opal Reef","Mojo","Lower slope","FALSE","Opal Mojo slope",35.75,1506.47,66.9223,0.11
"7904","MO S28",5,"Opal Reef","Mojo","Lower slope","FALSE","Opal Mojo slope",35.75,1627.08,68.6345,0.11
"7905","MO S28",5,"Opal Reef","Mojo","Lower slope","FALSE","Opal Mojo slope",35.75,1747.69,68.4047,0.1
"7906","MO S28",6,"Opal Reef","Mojo","Lower slope","FALSE","Opal Mojo slope",37,59.15,10.3949,0.44
"7907","MO S28",6,"Opal Reef","Mojo","Lower slope","FALSE","Opal Mojo slope",37,179.76,22.308,0.31
"7908","MO S28",6,"Opal Reef","Mojo","Lower slope","FALSE","Opal Mojo slope",37,300.37,24.919,0.21
"7909","MO S28",6,"Opal Reef","Mojo","Lower slope","FALSE","Opal Mojo slope",37,420.98,12.7843,0.08
"7910","MO S28",6,"Opal Reef","Mojo","Lower slope","FALSE","Opal Mojo slope",37,541.59,27.2043,0.13
"7911","MO S28",6,"Opal Reef","Mojo","Lower slope","FALSE","Opal Mojo slope",37,662.2,29.1613,0.11
"7912","MO S28",6,"Opal Reef","Mojo","Lower slope","FALSE","Opal Mojo slope",37,782.81,23.3324,0.07
"7913","MO S28",6,"Opal Reef","Mojo","Lower slope","FALSE","Opal Mojo slope",37,903.42,5.2912,0.01
"7914","MO S28",6,"Opal Reef","Mojo","Lower slope","FALSE","Opal Mojo slope",37,1024.03,31.0704,0.08
"7915","MO S28",6,"Opal Reef","Mojo","Lower slope","FALSE","Opal Mojo slope",37,1144.64,14.08,0.03
"7916","MO S28",6,"Opal Reef","Mojo","Lower slope","FALSE","Opal Mojo slope",37,1265.25,13.9473,0.03
"7917","MO S28",6,"Opal Reef","Mojo","Lower slope","FALSE","Opal Mojo slope",37,1385.86,26.9593,0.05
"7918","MO S28",6,"Opal Reef","Mojo","Lower slope","FALSE","Opal Mojo slope",37,1506.47,26.493,0.04
"7919","MO S28",6,"Opal Reef","Mojo","Lower slope","FALSE","Opal Mojo slope",37,1627.08,-1.2241,0
"7920","MO S28",6,"Opal Reef","Mojo","Lower slope","FALSE","Opal Mojo slope",37,1747.69,19.0095,0.03
"7921","MO S29",1,"Opal Reef","Mojo","Lower slope","FALSE","Opal Mojo slope",24.5,59.15,14.7379,0.62
"7922","MO S29",1,"Opal Reef","Mojo","Lower slope","FALSE","Opal Mojo slope",24.5,179.76,42.1058,0.59
"7923","MO S29",1,"Opal Reef","Mojo","Lower slope","FALSE","Opal Mojo slope",24.5,300.37,65.1019,0.54
"7924","MO S29",1,"Opal Reef","Mojo","Lower slope","FALSE","Opal Mojo slope",24.5,420.98,81.907,0.49
"7925","MO S29",1,"Opal Reef","Mojo","Lower slope","FALSE","Opal Mojo slope",24.5,541.59,96.2858,0.44
"7926","MO S29",1,"Opal Reef","Mojo","Lower slope","FALSE","Opal Mojo slope",24.5,662.2,108.4124,0.41
"7927","MO S29",1,"Opal Reef","Mojo","Lower slope","FALSE","Opal Mojo slope",24.5,782.81,116.7291,0.37
"7928","MO S29",1,"Opal Reef","Mojo","Lower slope","FALSE","Opal Mojo slope",24.5,903.42,123.8949,0.34
"7929","MO S29",1,"Opal Reef","Mojo","Lower slope","FALSE","Opal Mojo slope",24.5,1024.03,126.273,0.31
"7930","MO S29",1,"Opal Reef","Mojo","Lower slope","FALSE","Opal Mojo slope",24.5,1144.64,128.8999,0.28
"7931","MO S29",1,"Opal Reef","Mojo","Lower slope","FALSE","Opal Mojo slope",24.5,1265.25,123.0813,0.24
"7932","MO S29",1,"Opal Reef","Mojo","Lower slope","FALSE","Opal Mojo slope",24.5,1385.86,122.2475,0.22
"7933","MO S29",1,"Opal Reef","Mojo","Lower slope","FALSE","Opal Mojo slope",24.5,1506.47,117.4451,0.19
"7934","MO S29",1,"Opal Reef","Mojo","Lower slope","FALSE","Opal Mojo slope",24.5,1627.08,116.8463,0.18
"7935","MO S29",1,"Opal Reef","Mojo","Lower slope","FALSE","Opal Mojo slope",24.5,1747.69,105.9419,0.15
"7936","MO S29",2,"Opal Reef","Mojo","Lower slope","FALSE","Opal Mojo slope",29.5,59.15,14.621,0.62
"7937","MO S29",2,"Opal Reef","Mojo","Lower slope","FALSE","Opal Mojo slope",29.5,179.76,41.2501,0.57
"7938","MO S29",2,"Opal Reef","Mojo","Lower slope","FALSE","Opal Mojo slope",29.5,300.37,62.9206,0.52
"7939","MO S29",2,"Opal Reef","Mojo","Lower slope","FALSE","Opal Mojo slope",29.5,420.98,78.5691,0.47
"7940","MO S29",2,"Opal Reef","Mojo","Lower slope","FALSE","Opal Mojo slope",29.5,541.59,91.9174,0.42
"7941","MO S29",2,"Opal Reef","Mojo","Lower slope","FALSE","Opal Mojo slope",29.5,662.2,102.42,0.39
"7942","MO S29",2,"Opal Reef","Mojo","Lower slope","FALSE","Opal Mojo slope",29.5,782.81,111.9812,0.36
"7943","MO S29",2,"Opal Reef","Mojo","Lower slope","FALSE","Opal Mojo slope",29.5,903.42,115.1322,0.32
"7944","MO S29",2,"Opal Reef","Mojo","Lower slope","FALSE","Opal Mojo slope",29.5,1024.03,120.752,0.29
"7945","MO S29",2,"Opal Reef","Mojo","Lower slope","FALSE","Opal Mojo slope",29.5,1144.64,121.9502,0.27
"7946","MO S29",2,"Opal Reef","Mojo","Lower slope","FALSE","Opal Mojo slope",29.5,1265.25,122.3578,0.24
"7947","MO S29",2,"Opal Reef","Mojo","Lower slope","FALSE","Opal Mojo slope",29.5,1385.86,121.993,0.22
"7948","MO S29",2,"Opal Reef","Mojo","Lower slope","FALSE","Opal Mojo slope",29.5,1506.47,113.6927,0.19
"7949","MO S29",2,"Opal Reef","Mojo","Lower slope","FALSE","Opal Mojo slope",29.5,1627.08,121.2055,0.19
"7950","MO S29",2,"Opal Reef","Mojo","Lower slope","FALSE","Opal Mojo slope",29.5,1747.69,109.238,0.16
"7951","MO S29",3,"Opal Reef","Mojo","Lower slope","FALSE","Opal Mojo slope",31.5,59.15,14.5149,0.61
"7952","MO S29",3,"Opal Reef","Mojo","Lower slope","FALSE","Opal Mojo slope",31.5,179.76,41.2343,0.57
"7953","MO S29",3,"Opal Reef","Mojo","Lower slope","FALSE","Opal Mojo slope",31.5,300.37,64.6619,0.54
"7954","MO S29",3,"Opal Reef","Mojo","Lower slope","FALSE","Opal Mojo slope",31.5,420.98,83.6937,0.5
"7955","MO S29",3,"Opal Reef","Mojo","Lower slope","FALSE","Opal Mojo slope",31.5,541.59,101.3824,0.47
"7956","MO S29",3,"Opal Reef","Mojo","Lower slope","FALSE","Opal Mojo slope",31.5,662.2,115.1605,0.43
"7957","MO S29",3,"Opal Reef","Mojo","Lower slope","FALSE","Opal Mojo slope",31.5,782.81,123.9728,0.4
"7958","MO S29",3,"Opal Reef","Mojo","Lower slope","FALSE","Opal Mojo slope",31.5,903.42,132.9412,0.37
"7959","MO S29",3,"Opal Reef","Mojo","Lower slope","FALSE","Opal Mojo slope",31.5,1024.03,134.8012,0.33
"7960","MO S29",3,"Opal Reef","Mojo","Lower slope","FALSE","Opal Mojo slope",31.5,1144.64,136.1152,0.3
"7961","MO S29",3,"Opal Reef","Mojo","Lower slope","FALSE","Opal Mojo slope",31.5,1265.25,139.3084,0.28
"7962","MO S29",3,"Opal Reef","Mojo","Lower slope","FALSE","Opal Mojo slope",31.5,1385.86,121.476,0.22
"7963","MO S29",3,"Opal Reef","Mojo","Lower slope","FALSE","Opal Mojo slope",31.5,1506.47,124.0978,0.21
"7964","MO S29",3,"Opal Reef","Mojo","Lower slope","FALSE","Opal Mojo slope",31.5,1627.08,117.4124,0.18
"7965","MO S29",3,"Opal Reef","Mojo","Lower slope","FALSE","Opal Mojo slope",31.5,1747.69,107.8747,0.15
"7966","MO S29",4,"Opal Reef","Mojo","Lower slope","FALSE","Opal Mojo slope",34.5,59.15,14.0932,0.6
"7967","MO S29",4,"Opal Reef","Mojo","Lower slope","FALSE","Opal Mojo slope",34.5,179.76,39.037,0.54
"7968","MO S29",4,"Opal Reef","Mojo","Lower slope","FALSE","Opal Mojo slope",34.5,300.37,60.8773,0.51
"7969","MO S29",4,"Opal Reef","Mojo","Lower slope","FALSE","Opal Mojo slope",34.5,420.98,79.6188,0.47
"7970","MO S29",4,"Opal Reef","Mojo","Lower slope","FALSE","Opal Mojo slope",34.5,541.59,95.604,0.44
"7971","MO S29",4,"Opal Reef","Mojo","Lower slope","FALSE","Opal Mojo slope",34.5,662.2,109.3246,0.41
"7972","MO S29",4,"Opal Reef","Mojo","Lower slope","FALSE","Opal Mojo slope",34.5,782.81,116.8694,0.37
"7973","MO S29",4,"Opal Reef","Mojo","Lower slope","FALSE","Opal Mojo slope",34.5,903.42,122.9425,0.34
"7974","MO S29",4,"Opal Reef","Mojo","Lower slope","FALSE","Opal Mojo slope",34.5,1024.03,126.2218,0.31
"7975","MO S29",4,"Opal Reef","Mojo","Lower slope","FALSE","Opal Mojo slope",34.5,1144.64,122.5415,0.27
"7976","MO S29",4,"Opal Reef","Mojo","Lower slope","FALSE","Opal Mojo slope",34.5,1265.25,118.5778,0.23
"7977","MO S29",4,"Opal Reef","Mojo","Lower slope","FALSE","Opal Mojo slope",34.5,1385.86,112.358,0.2
"7978","MO S29",4,"Opal Reef","Mojo","Lower slope","FALSE","Opal Mojo slope",34.5,1506.47,115.1406,0.19
"7979","MO S29",4,"Opal Reef","Mojo","Lower slope","FALSE","Opal Mojo slope",34.5,1627.08,117.3278,0.18
"7980","MO S29",4,"Opal Reef","Mojo","Lower slope","FALSE","Opal Mojo slope",34.5,1747.69,106.4153,0.15
"7981","MO S29",5,"Opal Reef","Mojo","Lower slope","FALSE","Opal Mojo slope",35.75,59.15,13.3884,0.57
"7982","MO S29",5,"Opal Reef","Mojo","Lower slope","FALSE","Opal Mojo slope",35.75,179.76,33.9985,0.47
"7983","MO S29",5,"Opal Reef","Mojo","Lower slope","FALSE","Opal Mojo slope",35.75,300.37,47.4984,0.4
"7984","MO S29",5,"Opal Reef","Mojo","Lower slope","FALSE","Opal Mojo slope",35.75,420.98,57.5996,0.34
"7985","MO S29",5,"Opal Reef","Mojo","Lower slope","FALSE","Opal Mojo slope",35.75,541.59,64.6176,0.3
"7986","MO S29",5,"Opal Reef","Mojo","Lower slope","FALSE","Opal Mojo slope",35.75,662.2,72.3691,0.27
"7987","MO S29",5,"Opal Reef","Mojo","Lower slope","FALSE","Opal Mojo slope",35.75,782.81,69.9167,0.22
"7988","MO S29",5,"Opal Reef","Mojo","Lower slope","FALSE","Opal Mojo slope",35.75,903.42,77.8034,0.22
"7989","MO S29",5,"Opal Reef","Mojo","Lower slope","FALSE","Opal Mojo slope",35.75,1024.03,88.91,0.22
"7990","MO S29",5,"Opal Reef","Mojo","Lower slope","FALSE","Opal Mojo slope",35.75,1144.64,78.6593,0.17
"7991","MO S29",5,"Opal Reef","Mojo","Lower slope","FALSE","Opal Mojo slope",35.75,1265.25,69.0842,0.14
"7992","MO S29",5,"Opal Reef","Mojo","Lower slope","FALSE","Opal Mojo slope",35.75,1385.86,70.6936,0.13
"7993","MO S29",5,"Opal Reef","Mojo","Lower slope","FALSE","Opal Mojo slope",35.75,1506.47,84.1225,0.14
"7994","MO S29",5,"Opal Reef","Mojo","Lower slope","FALSE","Opal Mojo slope",35.75,1627.08,72.7241,0.11
"7995","MO S29",5,"Opal Reef","Mojo","Lower slope","FALSE","Opal Mojo slope",35.75,1747.69,54.5498,0.08
"7996","MO S29",6,"Opal Reef","Mojo","Lower slope","FALSE","Opal Mojo slope",37,59.15,11.1608,0.47
"7997","MO S29",6,"Opal Reef","Mojo","Lower slope","FALSE","Opal Mojo slope",37,179.76,15.8051,0.22
"7998","MO S29",6,"Opal Reef","Mojo","Lower slope","FALSE","Opal Mojo slope",37,300.37,17.1432,0.14
"7999","MO S29",6,"Opal Reef","Mojo","Lower slope","FALSE","Opal Mojo slope",37,420.98,14.2032,0.08
"8000","MO S29",6,"Opal Reef","Mojo","Lower slope","FALSE","Opal Mojo slope",37,541.59,12.2608,0.06
"8001","MO S29",6,"Opal Reef","Mojo","Lower slope","FALSE","Opal Mojo slope",37,662.2,13.6527,0.05
"8002","MO S29",6,"Opal Reef","Mojo","Lower slope","FALSE","Opal Mojo slope",37,782.81,11.6372,0.04
"8003","MO S29",6,"Opal Reef","Mojo","Lower slope","FALSE","Opal Mojo slope",37,903.42,17.7553,0.05
"8004","MO S29",6,"Opal Reef","Mojo","Lower slope","FALSE","Opal Mojo slope",37,1024.03,15.095,0.04
"8005","MO S29",6,"Opal Reef","Mojo","Lower slope","FALSE","Opal Mojo slope",37,1144.64,12.823,0.03
"8006","MO S29",6,"Opal Reef","Mojo","Lower slope","FALSE","Opal Mojo slope",37,1265.25,8.39,0.02
"8007","MO S29",6,"Opal Reef","Mojo","Lower slope","FALSE","Opal Mojo slope",37,1385.86,13.786,0.02
"8008","MO S29",6,"Opal Reef","Mojo","Lower slope","FALSE","Opal Mojo slope",37,1506.47,15.2835,0.03
"8009","MO S29",6,"Opal Reef","Mojo","Lower slope","FALSE","Opal Mojo slope",37,1627.08,21.9346,0.03
"8010","MO S29",6,"Opal Reef","Mojo","Lower slope","FALSE","Opal Mojo slope",37,1747.69,10.6686,0.02
"8011","MO S30",1,"Opal Reef","Mojo","Lower slope","FALSE","Opal Mojo slope",24.5,59.15,14.6924,0.62
"8012","MO S30",1,"Opal Reef","Mojo","Lower slope","FALSE","Opal Mojo slope",24.5,179.76,41.3462,0.58
"8013","MO S30",1,"Opal Reef","Mojo","Lower slope","FALSE","Opal Mojo slope",24.5,300.37,63.1499,0.53
"8014","MO S30",1,"Opal Reef","Mojo","Lower slope","FALSE","Opal Mojo slope",24.5,420.98,79.941,0.47
"8015","MO S30",1,"Opal Reef","Mojo","Lower slope","FALSE","Opal Mojo slope",24.5,541.59,93.6122,0.43
"8016","MO S30",1,"Opal Reef","Mojo","Lower slope","FALSE","Opal Mojo slope",24.5,662.2,103.309,0.39
"8017","MO S30",1,"Opal Reef","Mojo","Lower slope","FALSE","Opal Mojo slope",24.5,782.81,109.7463,0.35
"8018","MO S30",1,"Opal Reef","Mojo","Lower slope","FALSE","Opal Mojo slope",24.5,903.42,114.2004,0.32
"8019","MO S30",1,"Opal Reef","Mojo","Lower slope","FALSE","Opal Mojo slope",24.5,1024.03,117.4699,0.29
"8020","MO S30",1,"Opal Reef","Mojo","Lower slope","FALSE","Opal Mojo slope",24.5,1144.64,115.4832,0.25
"8021","MO S30",1,"Opal Reef","Mojo","Lower slope","FALSE","Opal Mojo slope",24.5,1265.25,115.7567,0.23
"8022","MO S30",1,"Opal Reef","Mojo","Lower slope","FALSE","Opal Mojo slope",24.5,1385.86,110.2189,0.2
"8023","MO S30",1,"Opal Reef","Mojo","Lower slope","FALSE","Opal Mojo slope",24.5,1506.47,113.8393,0.19
"8024","MO S30",1,"Opal Reef","Mojo","Lower slope","FALSE","Opal Mojo slope",24.5,1627.08,112.006,0.17
"8025","MO S30",1,"Opal Reef","Mojo","Lower slope","FALSE","Opal Mojo slope",24.5,1747.69,107.2244,0.15
"8026","MO S30",2,"Opal Reef","Mojo","Lower slope","FALSE","Opal Mojo slope",29.5,59.15,14.6428,0.62
"8027","MO S30",2,"Opal Reef","Mojo","Lower slope","FALSE","Opal Mojo slope",29.5,179.76,40.6194,0.56
"8028","MO S30",2,"Opal Reef","Mojo","Lower slope","FALSE","Opal Mojo slope",29.5,300.37,61.8919,0.52
"8029","MO S30",2,"Opal Reef","Mojo","Lower slope","FALSE","Opal Mojo slope",29.5,420.98,77.7752,0.46
"8030","MO S30",2,"Opal Reef","Mojo","Lower slope","FALSE","Opal Mojo slope",29.5,541.59,89.1126,0.41
"8031","MO S30",2,"Opal Reef","Mojo","Lower slope","FALSE","Opal Mojo slope",29.5,662.2,97.1417,0.37
"8032","MO S30",2,"Opal Reef","Mojo","Lower slope","FALSE","Opal Mojo slope",29.5,782.81,103.9344,0.33
"8033","MO S30",2,"Opal Reef","Mojo","Lower slope","FALSE","Opal Mojo slope",29.5,903.42,106.0911,0.29
"8034","MO S30",2,"Opal Reef","Mojo","Lower slope","FALSE","Opal Mojo slope",29.5,1024.03,107.6938,0.26
"8035","MO S30",2,"Opal Reef","Mojo","Lower slope","FALSE","Opal Mojo slope",29.5,1144.64,108.0851,0.24
"8036","MO S30",2,"Opal Reef","Mojo","Lower slope","FALSE","Opal Mojo slope",29.5,1265.25,104.6253,0.21
"8037","MO S30",2,"Opal Reef","Mojo","Lower slope","FALSE","Opal Mojo slope",29.5,1385.86,102.7131,0.19
"8038","MO S30",2,"Opal Reef","Mojo","Lower slope","FALSE","Opal Mojo slope",29.5,1506.47,99.2656,0.16
"8039","MO S30",2,"Opal Reef","Mojo","Lower slope","FALSE","Opal Mojo slope",29.5,1627.08,96.8702,0.15
"8040","MO S30",2,"Opal Reef","Mojo","Lower slope","FALSE","Opal Mojo slope",29.5,1747.69,94.6421,0.14
"8041","MO S30",3,"Opal Reef","Mojo","Lower slope","FALSE","Opal Mojo slope",31.5,59.15,14.2426,0.6
"8042","MO S30",3,"Opal Reef","Mojo","Lower slope","FALSE","Opal Mojo slope",31.5,179.76,39.0449,0.54
"8043","MO S30",3,"Opal Reef","Mojo","Lower slope","FALSE","Opal Mojo slope",31.5,300.37,58.7012,0.49
"8044","MO S30",3,"Opal Reef","Mojo","Lower slope","FALSE","Opal Mojo slope",31.5,420.98,72.7409,0.43
"8045","MO S30",3,"Opal Reef","Mojo","Lower slope","FALSE","Opal Mojo slope",31.5,541.59,81.8655,0.38
"8046","MO S30",3,"Opal Reef","Mojo","Lower slope","FALSE","Opal Mojo slope",31.5,662.2,88.4599,0.33
"8047","MO S30",3,"Opal Reef","Mojo","Lower slope","FALSE","Opal Mojo slope",31.5,782.81,91.049,0.29
"8048","MO S30",3,"Opal Reef","Mojo","Lower slope","FALSE","Opal Mojo slope",31.5,903.42,93.3451,0.26
"8049","MO S30",3,"Opal Reef","Mojo","Lower slope","FALSE","Opal Mojo slope",31.5,1024.03,96.3515,0.24
"8050","MO S30",3,"Opal Reef","Mojo","Lower slope","FALSE","Opal Mojo slope",31.5,1144.64,94.9316,0.21
"8051","MO S30",3,"Opal Reef","Mojo","Lower slope","FALSE","Opal Mojo slope",31.5,1265.25,92.0273,0.18
"8052","MO S30",3,"Opal Reef","Mojo","Lower slope","FALSE","Opal Mojo slope",31.5,1385.86,88.3083,0.16
"8053","MO S30",3,"Opal Reef","Mojo","Lower slope","FALSE","Opal Mojo slope",31.5,1506.47,92.5115,0.15
"8054","MO S30",3,"Opal Reef","Mojo","Lower slope","FALSE","Opal Mojo slope",31.5,1627.08,80.9187,0.12
"8055","MO S30",3,"Opal Reef","Mojo","Lower slope","FALSE","Opal Mojo slope",31.5,1747.69,86.5167,0.12
"8056","MO S30",4,"Opal Reef","Mojo","Lower slope","FALSE","Opal Mojo slope",34.5,59.15,13.6927,0.58
"8057","MO S30",4,"Opal Reef","Mojo","Lower slope","FALSE","Opal Mojo slope",34.5,179.76,35.4483,0.49
"8058","MO S30",4,"Opal Reef","Mojo","Lower slope","FALSE","Opal Mojo slope",34.5,300.37,51.2816,0.43
"8059","MO S30",4,"Opal Reef","Mojo","Lower slope","FALSE","Opal Mojo slope",34.5,420.98,61.854,0.37
"8060","MO S30",4,"Opal Reef","Mojo","Lower slope","FALSE","Opal Mojo slope",34.5,541.59,69.9983,0.32
"8061","MO S30",4,"Opal Reef","Mojo","Lower slope","FALSE","Opal Mojo slope",34.5,662.2,73.4905,0.28
"8062","MO S30",4,"Opal Reef","Mojo","Lower slope","FALSE","Opal Mojo slope",34.5,782.81,76.2875,0.24
"8063","MO S30",4,"Opal Reef","Mojo","Lower slope","FALSE","Opal Mojo slope",34.5,903.42,76.2279,0.21
"8064","MO S30",4,"Opal Reef","Mojo","Lower slope","FALSE","Opal Mojo slope",34.5,1024.03,75.2332,0.18
"8065","MO S30",4,"Opal Reef","Mojo","Lower slope","FALSE","Opal Mojo slope",34.5,1144.64,72.3818,0.16
"8066","MO S30",4,"Opal Reef","Mojo","Lower slope","FALSE","Opal Mojo slope",34.5,1265.25,69.6031,0.14
"8067","MO S30",4,"Opal Reef","Mojo","Lower slope","FALSE","Opal Mojo slope",34.5,1385.86,70.4277,0.13
"8068","MO S30",4,"Opal Reef","Mojo","Lower slope","FALSE","Opal Mojo slope",34.5,1506.47,66.0263,0.11
"8069","MO S30",4,"Opal Reef","Mojo","Lower slope","FALSE","Opal Mojo slope",34.5,1627.08,65.8647,0.1
"8070","MO S30",4,"Opal Reef","Mojo","Lower slope","FALSE","Opal Mojo slope",34.5,1747.69,62.1988,0.09
"8071","MO S30",5,"Opal Reef","Mojo","Lower slope","FALSE","Opal Mojo slope",35.75,59.15,12.9773,0.55
"8072","MO S30",5,"Opal Reef","Mojo","Lower slope","FALSE","Opal Mojo slope",35.75,179.76,31.0825,0.43
"8073","MO S30",5,"Opal Reef","Mojo","Lower slope","FALSE","Opal Mojo slope",35.75,300.37,42.2336,0.35
"8074","MO S30",5,"Opal Reef","Mojo","Lower slope","FALSE","Opal Mojo slope",35.75,420.98,47.5734,0.28
"8075","MO S30",5,"Opal Reef","Mojo","Lower slope","FALSE","Opal Mojo slope",35.75,541.59,50.6828,0.23
"8076","MO S30",5,"Opal Reef","Mojo","Lower slope","FALSE","Opal Mojo slope",35.75,662.2,50.2711,0.19
"8077","MO S30",5,"Opal Reef","Mojo","Lower slope","FALSE","Opal Mojo slope",35.75,782.81,52.0305,0.17
"8078","MO S30",5,"Opal Reef","Mojo","Lower slope","FALSE","Opal Mojo slope",35.75,903.42,47.0584,0.13
"8079","MO S30",5,"Opal Reef","Mojo","Lower slope","FALSE","Opal Mojo slope",35.75,1024.03,45.4936,0.11
"8080","MO S30",5,"Opal Reef","Mojo","Lower slope","FALSE","Opal Mojo slope",35.75,1144.64,45.1408,0.1
"8081","MO S30",5,"Opal Reef","Mojo","Lower slope","FALSE","Opal Mojo slope",35.75,1265.25,39.5078,0.08
"8082","MO S30",5,"Opal Reef","Mojo","Lower slope","FALSE","Opal Mojo slope",35.75,1385.86,41.8517,0.08
"8083","MO S30",5,"Opal Reef","Mojo","Lower slope","FALSE","Opal Mojo slope",35.75,1506.47,33.9199,0.06
"8084","MO S30",5,"Opal Reef","Mojo","Lower slope","FALSE","Opal Mojo slope",35.75,1627.08,42.5394,0.07
"8085","MO S30",5,"Opal Reef","Mojo","Lower slope","FALSE","Opal Mojo slope",35.75,1747.69,30.2739,0.04
"8086","MO S30",6,"Opal Reef","Mojo","Lower slope","FALSE","Opal Mojo slope",37,59.15,9.5164,0.4
